Time [sec]	P [hPa]	T [°C]	Hu [%]	Ws [m/s]	Wd [°]	Alt [m]	Lon [°]   	Lat [°]   	RI    	Dew [°C]	Vi Te [°C]	MRI    	D [kg/m3]	Rs [m/s]	Elevation [°]	Azimuth [°]	Range [m]
330       	788.3  	-12.0 	83    	1.6     	278   	1808   	-58.960167	-62.208118	238.77	-13.9   	-11.7     	522.62 	0.111372 	5.7     	66.3         	158        	1946     
332       	787.1  	-12.0 	83    	1.7     	274   	1819   	-58.960086	-62.208110	238.44	-14.0   	-11.8     	524.09 	0.111190 	5.7     	66.4         	158        	1957     
334       	785.8  	-12.1 	83    	1.8     	269   	1831   	-58.960006	-62.208102	238.13	-14.1   	-11.8     	525.56 	0.111177 	5.7     	66.5         	158        	1968     
336       	784.6  	-12.1 	83    	2.0     	266   	1842   	-58.959925	-62.208093	237.81	-14.1   	-11.9     	527.04 	0.111165 	5.7     	66.7         	157        	1979     
338       	783.4  	-12.2 	83    	2.1     	262   	1854   	-58.959845	-62.208085	237.50	-14.2   	-12.0     	528.51 	0.111153 	5.7     	66.8         	157        	1990     
340       	782.1  	-12.2 	83    	2.2     	260   	1865   	-58.959765	-62.208077	237.18	-14.3   	-12.0     	529.97 	0.111137 	5.7     	66.9         	157        	2000     
342       	780.9  	-12.3 	83    	2.3     	257   	1876   	-58.959684	-62.208069	236.85	-14.3   	-12.1     	531.43 	0.111118 	5.7     	67.0         	157        	2011     
344       	779.7  	-12.3 	83    	2.5     	255   	1888   	-58.959604	-62.208061	236.53	-14.3   	-12.1     	532.90 	0.111100 	5.7     	67.1         	156        	2022     
346       	778.5  	-12.4 	83    	2.6     	253   	1899   	-58.959524	-62.208053	236.22	-14.4   	-12.1     	534.38 	0.111227 	5.7     	67.2         	156        	2033     
348       	777.3  	-12.4 	84    	2.7     	251   	1911   	-58.959443	-62.208045	235.93	-14.4   	-12.2     	535.88 	0.111636 	5.7     	67.3         	156        	2044     
350       	776.1  	-12.5 	84    	2.8     	249   	1922   	-58.959296	-62.208013	235.63	-14.4   	-12.2     	537.34 	0.112045 	5.6     	67.4         	155        	2054     
352       	775.0  	-12.5 	84    	2.9     	249   	1933   	-58.959150	-62.207980	235.35	-14.4   	-12.3     	538.83 	0.112458 	5.6     	67.5         	154        	2064     
354       	773.8  	-12.6 	84    	3.0     	248   	1944   	-58.959004	-62.207948	235.07	-14.4   	-12.4     	540.31 	0.112877 	5.6     	67.6         	154        	2075     
356       	772.6  	-12.6 	85    	3.1     	248   	1956   	-58.958857	-62.207915	234.80	-14.5   	-12.4     	541.81 	0.113297 	5.6     	67.8         	153        	2085     
358       	771.5  	-12.7 	85    	3.2     	247   	1967   	-58.958711	-62.207883	234.56	-14.5   	-12.5     	543.33 	0.113717 	5.6     	67.9         	153        	2096     
360       	770.5  	-12.8 	85    	3.4     	247   	1978   	-58.958565	-62.207851	234.31	-14.5   	-12.6     	544.86 	0.114106 	5.6     	68.0         	152        	2106     
362       	769.4  	-12.8 	86    	3.5     	247   	1989   	-58.958418	-62.207818	234.06	-14.6   	-12.6     	546.37 	0.114477 	5.6     	68.1         	151        	2117     
364       	768.3  	-12.9 	86    	3.6     	247   	2001   	-58.958272	-62.207786	233.82	-14.6   	-12.7     	547.90 	0.114850 	5.6     	68.2         	151        	2128     
366       	767.2  	-13.0 	86    	3.7     	246   	2012   	-58.958126	-62.207753	233.60	-14.7   	-12.8     	549.44 	0.115233 	5.6     	68.3         	150        	2138     
368       	766.2  	-13.1 	86    	3.8     	246   	2023   	-58.957979	-62.207721	233.38	-14.7   	-12.9     	550.99 	0.115615 	5.6     	68.4         	150        	2149     
370       	765.1  	-13.2 	87    	3.9     	246   	2034   	-58.957833	-62.207689	233.16	-14.8   	-13.0     	552.53 	0.115999 	5.6     	68.5         	149        	2160     
372       	763.9  	-13.3 	87    	4.0     	246   	2046   	-58.957687	-62.207656	232.92	-14.8   	-13.1     	554.07 	0.116382 	5.6     	68.5         	148        	2170     
374       	762.8  	-13.4 	87    	4.1     	246   	2057   	-58.957540	-62.207624	232.68	-14.9   	-13.2     	555.59 	0.116695 	5.6     	68.6         	148        	2181     
376       	761.7  	-13.5 	87    	4.2     	246   	2068   	-58.957394	-62.207591	232.44	-15.0   	-13.3     	557.12 	0.116999 	5.6     	68.7         	147        	2192     
378       	760.6  	-13.6 	87    	4.3     	247   	2079   	-58.957248	-62.207559	232.20	-15.0   	-13.3     	558.63 	0.117300 	5.6     	68.8         	146        	2203     
380       	759.5  	-13.6 	88    	4.4     	247   	2091   	-58.957081	-62.207528	231.95	-15.1   	-13.4     	560.16 	0.117602 	5.6     	68.8         	146        	2214     
382       	758.4  	-13.7 	88    	4.5     	247   	2102   	-58.956891	-62.207498	231.71	-15.1   	-13.5     	561.68 	0.117903 	5.6     	68.9         	145        	2226     
384       	757.3  	-13.8 	88    	4.6     	247   	2113   	-58.956702	-62.207468	231.47	-15.2   	-13.6     	563.20 	0.118205 	5.6     	68.9         	144        	2237     
386       	756.2  	-13.9 	88    	4.7     	247   	2124   	-58.956512	-62.207438	231.25	-15.3   	-13.7     	564.73 	0.118492 	5.6     	68.9         	144        	2249     
388       	755.2  	-14.0 	88    	4.8     	247   	2135   	-58.956322	-62.207408	231.02	-15.3   	-13.8     	566.26 	0.118708 	5.6     	69.0         	143        	2260     
390       	754.1  	-14.1 	88    	4.9     	247   	2147   	-58.956132	-62.207378	230.79	-15.4   	-13.9     	567.79 	0.118925 	5.6     	69.0         	142        	2272     
392       	753.1  	-14.2 	89    	5.0     	248   	2158   	-58.955943	-62.207348	230.56	-15.5   	-14.0     	569.32 	0.119144 	5.6     	69.0         	142        	2284     
394       	752.0  	-14.3 	89    	5.0     	249   	2169   	-58.955753	-62.207318	230.34	-15.6   	-14.0     	570.86 	0.119362 	5.6     	69.0         	141        	2296     
396       	751.0  	-14.3 	89    	5.0     	249   	2180   	-58.955563	-62.207288	230.11	-15.6   	-14.1     	572.39 	0.119581 	5.6     	69.0         	140        	2307     
398       	749.9  	-14.4 	89    	5.1     	250   	2191   	-58.955373	-62.207259	229.87	-15.7   	-14.2     	573.91 	0.119800 	5.6     	69.1         	140        	2319     
400       	748.7  	-14.5 	89    	5.1     	250   	2203   	-58.955183	-62.207229	229.63	-15.8   	-14.3     	575.42 	0.119969 	5.6     	69.1         	139        	2331     
402       	747.6  	-14.6 	89    	5.2     	251   	2214   	-58.954994	-62.207199	229.37	-15.9   	-14.4     	576.92 	0.120074 	5.6     	69.1         	138        	2343     
404       	746.5  	-14.7 	89    	5.2     	251   	2225   	-58.954804	-62.207169	229.11	-15.9   	-14.5     	578.42 	0.120177 	5.6     	69.1         	138        	2355     
406       	745.4  	-14.8 	89    	5.3     	252   	2236   	-58.954614	-62.207139	228.85	-16.0   	-14.6     	579.92 	0.120281 	5.6     	69.1         	137        	2367     
408       	744.3  	-14.9 	89    	5.3     	252   	2247   	-58.954424	-62.207109	228.60	-16.1   	-14.7     	581.42 	0.120384 	5.6     	69.1         	136        	2379     
410       	743.2  	-14.9 	89    	5.4     	253   	2259   	-58.954221	-62.207078	228.34	-16.2   	-14.7     	583.03 	0.120488 	5.9     	69.1         	136        	2392     
412       	742.0  	-15.0 	89    	5.4     	253   	2271   	-58.954017	-62.207048	228.06	-16.2   	-14.8     	584.62 	0.120592 	5.9     	69.0         	135        	2405     
414       	740.8  	-15.1 	89    	5.4     	253   	2283   	-58.953814	-62.207017	227.77	-16.3   	-14.9     	586.19 	0.120476 	5.9     	69.0         	134        	2417     
416       	739.7  	-15.2 	89    	5.4     	253   	2295   	-58.953610	-62.206987	227.48	-16.4   	-15.0     	587.76 	0.120277 	5.9     	69.0         	134        	2430     
418       	738.5  	-15.2 	89    	5.4     	252   	2307   	-58.953407	-62.206956	227.19	-16.5   	-15.1     	589.34 	0.120079 	5.9     	69.0         	133        	2443     
420       	737.3  	-15.3 	89    	5.4     	252   	2319   	-58.953203	-62.206925	226.89	-16.6   	-15.1     	590.91 	0.119880 	5.9     	69.0         	132        	2457     
422       	736.2  	-15.4 	89    	5.4     	252   	2330   	-58.953000	-62.206895	226.60	-16.7   	-15.2     	592.47 	0.119681 	5.9     	69.0         	132        	2470     
424       	735.0  	-15.5 	88    	5.4     	252   	2342   	-58.952796	-62.206864	226.32	-16.8   	-15.3     	594.06 	0.119482 	5.9     	68.9         	131        	2483     
426       	733.9  	-15.5 	88    	5.4     	252   	2354   	-58.952593	-62.206833	226.04	-16.9   	-15.4     	595.65 	0.119284 	5.9     	68.9         	131        	2496     
428       	732.8  	-15.6 	88    	5.5     	252   	2366   	-58.952389	-62.206803	225.76	-17.0   	-15.4     	597.24 	0.119273 	5.9     	68.9         	130        	2509     
430       	731.7  	-15.7 	88    	5.5     	252   	2378   	-58.952186	-62.206772	225.49	-17.0   	-15.5     	598.82 	0.119262 	5.9     	68.9         	129        	2522     
432       	730.6  	-15.7 	88    	5.5     	252   	2390   	-58.951982	-62.206742	225.21	-17.1   	-15.6     	600.41 	0.119252 	5.9     	68.8         	129        	2536     
434       	729.5  	-15.8 	88    	5.6     	251   	2402   	-58.951778	-62.206711	224.94	-17.2   	-15.6     	602.01 	0.119241 	5.9     	68.8         	128        	2549     
436       	728.4  	-15.9 	88    	5.6     	251   	2414   	-58.951575	-62.206680	224.67	-17.2   	-15.7     	603.60 	0.119230 	5.9     	68.8         	128        	2562     
438       	727.3  	-15.9 	88    	5.7     	251   	2425   	-58.951371	-62.206650	224.38	-17.3   	-15.8     	605.17 	0.119220 	5.9     	68.7         	127        	2576     
440       	726.1  	-16.0 	88    	5.7     	250   	2437   	-58.951160	-62.206613	224.10	-17.4   	-15.9     	606.76 	0.119251 	5.9     	68.7         	126        	2589     
442       	724.9  	-16.1 	88    	5.8     	250   	2449   	-58.950935	-62.206566	223.83	-17.5   	-15.9     	608.27 	0.119365 	5.7     	68.6         	126        	2602     
444       	723.8  	-16.2 	88    	5.8     	250   	2460   	-58.950710	-62.206519	223.55	-17.5   	-16.0     	609.79 	0.119479 	5.7     	68.6         	125        	2615     
446       	722.6  	-16.3 	88    	5.9     	249   	2472   	-58.950485	-62.206472	223.28	-17.6   	-16.1     	611.30 	0.119593 	5.7     	68.6         	124        	2628     
448       	721.5  	-16.4 	88    	6.0     	249   	2483   	-58.950259	-62.206424	223.00	-17.7   	-16.2     	612.82 	0.119707 	5.7     	68.5         	124        	2641     
450       	720.3  	-16.4 	88    	6.0     	249   	2494   	-58.950034	-62.206377	222.73	-17.8   	-16.3     	614.34 	0.119822 	5.7     	68.5         	123        	2654     
452       	719.2  	-16.5 	88    	6.0     	248   	2506   	-58.949809	-62.206330	222.47	-17.8   	-16.3     	615.87 	0.119938 	5.7     	68.4         	123        	2667     
454       	718.1  	-16.6 	88    	6.1     	248   	2517   	-58.949583	-62.206282	222.22	-17.9   	-16.4     	617.40 	0.120031 	5.7     	68.4         	122        	2681     
456       	717.0  	-16.7 	88    	6.1     	248   	2529   	-58.949358	-62.206235	221.96	-18.0   	-16.5     	618.94 	0.120106 	5.7     	68.3         	121        	2694     
458       	715.9  	-16.8 	88    	6.1     	247   	2540   	-58.949133	-62.206188	221.71	-18.1   	-16.6     	620.47 	0.120180 	5.7     	68.3         	121        	2707     
460       	714.8  	-16.9 	88    	6.2     	247   	2551   	-58.948908	-62.206140	221.45	-18.2   	-16.7     	622.01 	0.120255 	5.7     	68.2         	120        	2720     
462       	713.7  	-16.9 	88    	6.2     	247   	2563   	-58.948682	-62.206093	221.20	-18.2   	-16.8     	623.54 	0.120330 	5.7     	68.1         	120        	2734     
464       	712.6  	-17.0 	89    	6.2     	247   	2574   	-58.948457	-62.206046	220.94	-18.3   	-16.9     	625.08 	0.120406 	5.7     	68.1         	119        	2747     
466       	711.5  	-17.1 	89    	6.2     	246   	2586   	-58.948232	-62.205998	220.69	-18.4   	-17.0     	626.61 	0.120482 	5.7     	68.0         	118        	2761     
468       	710.4  	-17.2 	88    	6.3     	246   	2597   	-58.948006	-62.205951	220.43	-18.5   	-17.0     	628.14 	0.120473 	5.7     	68.0         	118        	2774     
470       	709.3  	-17.3 	88    	6.3     	246   	2608   	-58.947781	-62.205904	220.17	-18.6   	-17.1     	629.67 	0.120449 	5.7     	67.9         	117        	2788     
472       	708.2  	-17.4 	88    	6.4     	245   	2620   	-58.947570	-62.205835	219.91	-18.7   	-17.2     	631.25 	0.120426 	5.9     	67.9         	117        	2801     
474       	707.1  	-17.5 	88    	6.4     	244   	2632   	-58.947358	-62.205766	219.65	-18.8   	-17.3     	632.84 	0.120402 	5.9     	67.8         	116        	2814     
476       	706.0  	-17.6 	88    	6.5     	243   	2644   	-58.947147	-62.205698	219.40	-18.9   	-17.4     	634.43 	0.120381 	5.9     	67.8         	115        	2828     
478       	704.9  	-17.7 	88    	6.6     	242   	2655   	-58.946936	-62.205629	219.13	-19.0   	-17.5     	636.02 	0.120361 	5.9     	67.8         	115        	2841     
480       	703.7  	-17.8 	88    	6.6     	241   	2667   	-58.946724	-62.205561	218.86	-19.1   	-17.6     	637.58 	0.120339 	5.9     	67.7         	114        	2855     
482       	702.5  	-17.9 	88    	6.7     	240   	2679   	-58.946513	-62.205492	218.58	-19.2   	-17.7     	639.15 	0.120300 	5.9     	67.7         	114        	2868     
484       	701.3  	-17.9 	88    	6.8     	239   	2691   	-58.946301	-62.205423	218.30	-19.3   	-17.8     	640.71 	0.120262 	5.9     	67.6         	113        	2882     
486       	700.2  	-18.0 	88    	6.9     	238   	2702   	-58.946090	-62.205355	218.02	-19.4   	-17.9     	642.28 	0.120224 	5.9     	67.6         	112        	2895     
488       	699.0  	-18.1 	88    	6.9     	237   	2714   	-58.945878	-62.205286	217.74	-19.5   	-18.0     	643.84 	0.120184 	5.9     	67.5         	112        	2909     
490       	697.8  	-18.2 	88    	7.0     	236   	2726   	-58.945667	-62.205218	217.46	-19.6   	-18.1     	645.40 	0.120145 	5.9     	67.5         	111        	2923     
492       	696.7  	-18.3 	88    	7.0     	236   	2738   	-58.945456	-62.205149	217.19	-19.7   	-18.2     	646.98 	0.120105 	5.9     	67.5         	111        	2936     
494       	695.5  	-18.4 	88    	7.0     	236   	2749   	-58.945244	-62.205081	216.92	-19.8   	-18.3     	648.54 	0.120101 	5.9     	67.4         	110        	2950     
496       	694.4  	-18.5 	88    	7.0     	236   	2761   	-58.945033	-62.205012	216.65	-19.9   	-18.4     	650.13 	0.120147 	5.9     	67.3         	109        	2964     
498       	693.2  	-18.6 	88    	7.0     	236   	2773   	-58.944821	-62.204943	216.38	-20.0   	-18.5     	651.70 	0.120193 	5.9     	67.3         	109        	2978     
500       	692.1  	-18.7 	88    	7.0     	236   	2785   	-58.944610	-62.204875	216.12	-20.1   	-18.5     	653.28 	0.120239 	5.9     	67.2         	108        	2992     
502       	690.9  	-18.8 	88    	7.0     	235   	2797   	-58.944365	-62.204818	215.85	-20.1   	-18.6     	654.98 	0.120285 	6.2     	67.2         	108        	3007     
504       	689.8  	-18.9 	88    	7.0     	235   	2810   	-58.944113	-62.204764	215.58	-20.2   	-18.7     	656.69 	0.120330 	6.3     	67.1         	107        	3023     
506       	688.7  	-19.0 	88    	7.0     	235   	2822   	-58.943861	-62.204709	215.31	-20.3   	-18.8     	658.39 	0.120376 	6.3     	67.0         	107        	3039     
508       	687.5  	-19.1 	88    	7.0     	235   	2835   	-58.943609	-62.204655	215.04	-20.4   	-18.9     	660.11 	0.120509 	6.3     	66.9         	107        	3055     
510       	686.4  	-19.1 	88    	7.0     	235   	2847   	-58.943357	-62.204601	214.78	-20.5   	-19.0     	661.82 	0.120679 	6.3     	66.8         	106        	3071     
512       	685.2  	-19.2 	88    	7.0     	236   	2860   	-58.943106	-62.204546	214.51	-20.6   	-19.1     	663.55 	0.120848 	6.3     	66.7         	106        	3087     
514       	684.1  	-19.3 	88    	7.0     	238   	2873   	-58.942854	-62.204492	214.24	-20.6   	-19.2     	665.25 	0.121014 	6.3     	66.6         	105        	3103     
516       	683.0  	-19.4 	88    	7.0     	239   	2885   	-58.942602	-62.204438	213.97	-20.7   	-19.3     	666.96 	0.121179 	6.3     	66.5         	105        	3119     
518       	681.8  	-19.5 	88    	7.0     	241   	2898   	-58.942350	-62.204383	213.69	-20.8   	-19.3     	668.66 	0.121345 	6.3     	66.4         	104        	3135     
520       	680.7  	-19.5 	88    	7.0     	242   	2911   	-58.942098	-62.204329	213.41	-20.8   	-19.4     	670.38 	0.121510 	6.3     	66.3         	104        	3151     
522       	679.5  	-19.6 	88    	7.0     	243   	2923   	-58.941846	-62.204274	213.13	-20.9   	-19.5     	672.07 	0.121461 	6.3     	66.2         	104        	3167     
524       	678.4  	-19.7 	88    	7.0     	245   	2936   	-58.941594	-62.204220	212.84	-21.0   	-19.6     	673.76 	0.121408 	6.3     	66.1         	103        	3183     
526       	677.3  	-19.8 	88    	7.1     	246   	2948   	-58.941343	-62.204166	212.56	-21.1   	-19.7     	675.46 	0.121354 	6.3     	66.0         	103        	3199     
